procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  1      0 308858784 352480 45999084    0    0     0     0 291230 907253  0 12 87  1  0
 9  1      0 308857184 352480 45998332    0    0     0     0 294113 916105  0 12 87  1  0
 6  0      0 308950304 352480 45998724    0    0     0     0 296873 961565  0 13 87  1  0
10  3      0 308965856 352480 45998380    0    0     0     0 297022 925829  0 12 86  1  0
 6  0      0 308993536 352480 45997992    0    0     0     0 287897 812866  0 11 88  1  0
 8  0      0 308947104 352480 45998340    0    0     0     0 332530 886509  1 13 85  1  0
 8  0      0 308981504 352480 45998100    0    0     0     0 349336 961847  2 14 84  0  0
 5  0      0 309021888 352480 45997504    0    0     0     0 308581 828040  1 12 88  0  0
 7  0      0 309005600 352480 45999012    0    0     0     0 291215 802822  0 11 89  0  0
 4  0      0 308996352 352480 45998348    0    0     0     0 294080 817954  0 11 88  2  0
 8  0      0 308987200 352484 45997792    0    0     0    60 295612 897848  0 12 87  1  0
15  1      0 309033024 352484 46000720    0    0     0     4 340931 1051028  2 15 83  1  0
 7  0      0 309047712 352484 45998244    0    0     0     0 342987 1053395  2 15 82  1  0
 8  2      0 309062464 352484 45999484    0    0     0     0 295790 916340  0 12 87  1  0
 3  0      0 309065792 352484 46001528    0    0     0     0 299087 950456  1 12 86  2  0
 2  0      0 309208352 352484 45998140    0    0     0     0 294817 946780  0 13 86  1  0
 6  0      0 309216704 352488 45999244    0    0     0    60 295301 907899  0 12 87  1  0
10  0      0 309150336 352488 45998508    0    0     0     0 328920 982039  2 15 83  1  0
 7  2      0 309149472 352488 45998308    0    0     0     0 336852 873034  2 13 85  0  0
 6  0      0 309187584 352488 45998344    0    0     0     0 298580 880305  0 12 86  2  0
 5  0      0 309188832 352488 45997888    0    0     0     0 287490 811383  0 11 88  0  0
 5  1      0 309180256 352488 45998388    0    0     0     0 286043 782904  0 10 89  1  0
 6  0      0 309185344 352488 46000224    0    0     0     0 295088 818344  0 11 88  1  0
 5  0      0 309145632 352496 45999600    0    0     0   108 329083 919181  2 14 84  0  0
 9  0      0 309139776 352496 45998552    0    0     0     0 328247 947284  2 14 82  2  0
 5  0      0 308047968 352496 45998000    0    0     0     0 289834 874516  0 13 85  1  0
11  0      0 308759456 352496 45998568    0    0     0     0 285970 925018  1 13 86  1  0
10  0      0 309318816 352496 45998012    0    0     0     0 331242 997431  2 15 82  1  0
 2  2      0 309305024 352496 45998336    0    0     0     0 332829 973105  3 14 82  1  0
 6  0      0 309018368 352504 45998512    0    0     0    68 284484 922223  0 12 86  2  0
 6  1      0 308676480 352504 45998912    0    0     0     0 281995 885109  1 12 86  1  0
11  1      0 309929312 352504 45999844    0    0     0     0 331288 979323  2 15 83  0  0
 3  1      0 310594912 352504 45998292    0    0     0     0 332566 1001806  2 14 84  1  0
 5  0      0 310613248 352504 45999132    0    0     0     0 283575 918702  0 12 88  0  0
 6  3      0 310520448 352508 45999960    0    0     0   108 280353 822180  0 11 87  2  0
 3  0      0 310342784 352508 45997904    0    0     0     0 288868 785512  0 11 88  1  0
 4  0      0 310830336 352508 46001920    0    0     0     0 274542 734264  0 10 90  0  0
 7  1      0 311194048 352508 45998156    0    0     0     0 295110 825694  0 11 88  1  0
 5  0      0 311145376 352508 46003008    0    0     0     0 319574 824315  2 13 85  0  0
 5  0      0 311160224 352508 45997532    0    0     0     0 337073 931218  2 14 83  1  0
33 27      0 311003808 352508 45998528    0    0     0     0 297794 911052  0 12 86  2  0
10  1      0 311340480 352508 45997636    0    0     0     0 296358 942969  0 12 87  1  0
 5  1      0 311516672 352508 46002388    0    0     0     0 296504 965838  0 13 87  1  0
 6  2      0 311556192 352508 46000144    0    0     0    60 292187 922817  0 12 87  1  0
 5  3      0 311653184 352508 45999132    0    0     0    24 340884 1008341  2 15 82  1  0
 4  1      0 311690496 352508 45998276    0    0     0     0 334793 976186  2 14 83  1  0
 5  0      0 311661056 352508 45998044    0    0     0     0 333533 944080  1 13 85  1  0
 6  1      0 311704064 352508 45998904    0    0     0     0 304630 839943  0 11 88  1  0
 6  0      0 311717568 352508 45997748    0    0     0     0 293660 843835  0 11 89  0  0
 5  1      0 311684288 352516 45998504    0    0     0   112 335279 894778  2 13 85  0  0
 2  1      0 311719264 352516 45998568    0    0     0     0 343956 963071  2 14 82  2  0
 2  0      0 311751040 352516 45999720    0    0     0     0 300833 824674  0 12 88  1  0
 9  0      0 311750240 352516 45998032    0    0     0     0 288452 846941  0 11 89  0  0
 4  1      0 311757568 352516 45998608    0    0     0     0 294627 867508  0 11 88  0  0
 8  0      0 311774144 352528 45999048    0    0     0   108 295389 832941  0 11 88  0  0
15  1      0 311741088 352528 45998888    0    0     0     0 334567 985898  2 15 81  2  0
 8  0      0 311776768 352528 45997760    0    0     0     0 341858 1114159  2 15 83  1  0
 3  1      0 311804512 352528 45999048    0    0     0     0 283967 903162  0 12 88  0  0
 4  0      0 311808736 352528 45997308    0    0     0     0 277382 836099  0 11 89  0  0
 6  1      0 311742624 352528 46001620    0    0     0     0 322126 885299  1 13 85  0  0
 3  0      0 311753728 352532 45998344    0    0     0    68 330367 966531  2 15 82  1  0
 6  0      0 311800000 352532 45999936    0    0     0    56 306440 906853  1 13 86  1  0
 6  1      0 311805984 352532 45998760    0    0     0     0 290786 920227  0 12 87  0  0
 5  0      0 311801856 352532 45998636    0    0     0     0 282155 950890  0 13 87  1  0
 8  1      0 311755168 352532 45998124    0    0     0     0 324432 943567  2 14 84  1  0
 6  0      0 311770432 352532 45997768    0    0     0     0 329725 949366  2 14 83  2  0
 3  0      0 311809472 352532 45997724    0    0     0     0 287331 817760  0 11 88  0  0
 6  0      0 311816320 352532 45997776    0    0     0     0 281214 808630  0 11 89  0  0
 5  0      0 311817600 352540 45998104    0    0     0    60 284850 798620  0 10 89  0  0
 3  1      0 311752000 352540 45998628    0    0     0     0 320421 889261  1 13 85  0  0
 7  3      0 311777088 352540 45999360    0    0     0     0 340429 1022445  2 15 82  1  0
 7  0      0 311804544 352540 45998184    0    0     0     0 292883 944880  0 13 85  1  0
 5  1      0 311795840 352540 45999020    0    0     0     0 285807 942271  0 12 87  1  0
 7  2      0 311759872 352540 45999256    0    0     0     0 331145 1014655  2 15 82  1  0
 2  0      0 311764000 352548 45997528    0    0     0   124 336360 976939  2 15 83  0  0
10  0      0 311807840 352548 45997936    0    0     0     0 286223 908259  0 12 87  1  0
 6  0      0 311762912 352548 45998412    0    0     0     0 332987 994315  2 16 80  2  0
 7  2      0 311772192 352548 45999168    0    0     0     0 335017 947271  2 13 84  1  0
 6  0      0 311789568 352548 45998412    0    0     0     0 293044 827260  0 11 89  0  0
 7  0      0 311775552 352548 45998592    0    0     0     0 294878 816477  0 11 89  0  0
 6  1      0 311745344 352556 45998464    0    0     0   124 337212 918195  2 14 83  1  0
 6  1      0 311789344 352556 45997812    0    0     0     0 337768 938101  2 14 82  1  0
 2  0      0 311785248 352556 45998040    0    0     0     0 294665 807469  0 11 89  0  0
 4  0      0 311793536 352556 45999588    0    0     0     0 297055 872376  0 11 88  0  0
 4  0      0 311788736 352556 45998172    0    0     0     0 291880 861839  0 11 87  1  0
10  4      0 311800640 352556 45998772    0    0     0     0 292197 803150  0 11 89  1  0
 6  2      0 311762784 352556 45999240    0    0     0     0 343030 1125587  2 16 80  2  0
 5  1      0 311779520 352556 45999092    0    0     0     0 332385 1015728  2 15 83  1  0
 7  0      0 311812032 352564 45998696    0    0     0    68 290371 953625  0 12 87  1  0
 4  0      0 311811584 352564 45999920    0    0     0     0 280937 814366  0 11 89  0  0
 2  0      0 311819072 352564 45998104    0    0     0     0 288729 861369  0 11 88  0  0
 5  0      0 311813024 352564 45999008    0    0     0     0 293611 915924  0 13 86  2  0
 5  0      0 311828672 352564 45999516    0    0     0     0 295769 867932  0 11 88  0  0
 6  3      0 311768768 352564 45998052    0    0     0     0 330892 970135  2 15 83  1  0
 3  0      0 311782496 352564 45997732    0    0     0   124 332740 1000768  2 15 83  1  0
 5  0      0 311814560 352564 45998768    0    0     0     0 294334 844360  0 11 89  0  0
 6  0      0 311833472 352564 45998736    0    0     0     0 292733 849927  0 12 87  2  0
 6  0      0 311855968 352564 45998388    0    0     0     0 293544 788991  0 11 89  0  0
15  0      0 311808512 352564 45997972    0    0     0     0 320156 834681  2 13 85  0  0
 7  0      0 311779648 352564 45997220    0    0     0     0 332179 899434  2 14 84  0  0
 8  1      0 311787136 352568 45997992    0    0     0   108 287572 896281  1 13 85  0  0
 8  1      0 311686304 352568 45998208    0    0     0     0 322459 1024502  2 16 81  2  0
 7  0      0 311731360 352568 45998352    0    0     0     0 341260 1005931  2 15 83  1  0
 7  0      0 311779552 352568 45997356    0    0     0     0 297687 902238  0 11 88  0  0
 4  0      0 311781920 352568 45998220    0    0     0     0 287550 893335  0 12 88  0  0
 6  0      0 311743872 352568 45997520    0    0     0     0 328828 921862  2 14 84  0  0
 4  1      0 311770208 352568 46001916    0    0     0   124 331989 996505  2 15 82  1  0
 7  0      0 311784288 352568 45999408    0    0     0     0 291657 904355  0 11 88  0  0
 4  0      0 311773440 352568 45999580    0    0     0     0 284768 897604  0 12 88  0  0
14  0      0 311751680 352568 45998592    0    0     0     0 333019 963189  2 14 84  1  0
 6  0      0 311790912 352568 45997944    0    0     0     0 333580 942460  2 13 85  0  0
 7  0      0 311808448 352568 45998724    0    0     0     0 285096 816131  0 11 88  1  0
 6  0      0 311828512 352568 45998504    0    0     0     0 283717 824544  0 11 89  0  0
 6  0      0 311846752 352572 45997832    0    0     0   108 291432 868297  0 11 89  0  0
 9  0      0 311840928 352572 45998608    0    0     0     0 288217 900727  0 11 88  0  0
 6  0      0 311837216 352572 45998108    0    0     0     0 282931 896724  0 12 88  0  0
 6  0      0 311831968 352572 45999176    0    0     0     0 289184 953226  0 13 86  1  0
 7  0      0 311781184 352572 45998700    0    0     0     0 326526 995163  2 15 82  1  0
 8  0      0 311819712 352572 45999680    0    0     0     0 339065 914935  2 13 85  0  0
 2  0      0 311857088 352572 45998164    0    0     0     0 291236 755956  0 10 89  0  0
 8  0      0 311835936 352572 45998852    0    0     0     0 287257 822484  0 11 89  0  0
 9  0      0 311802720 352572 46001120    0    0     0     0 343701 1002642  2 14 84  1  0
 6  1      0 311868736 352580 45999028    0    0     0   124 339950 1007456  2 14 84  0  0
 9  0      0 311906304 352580 45998908    0    0     0     0 288897 860487  0 11 89  0  0
 6  1      0 311894304 352580 45998408    0    0     0     0 297729 903289  0 12 88  0  0
 5  0      0 311905728 352580 45998296    0    0     0     0 292492 816811  0 11 89  0  0
 8  0      0 311856704 352580 46000080    0    0     0     0 332720 906261  2 15 83  1  0
 6  0      0 311892384 352580 45997904    0    0     0     0 334403 960946  2 14 84  0  0
10  0      0 311886688 352580 45998012    0    0     0    68 299485 828315  0 11 89  0  0
 9  0      0 311855072 352580 45998316    0    0     0     0 341394 917824  2 14 84  0  0
 7  0      0 311898848 352580 45998344    0    0     0     0 336348 967953  2 14 84  1  0
 4  1      0 311898944 352580 45998324    0    0     0     0 303459 974299  0 14 85  1  0
 7  0      0 311867840 352580 45998980    0    0     0     0 337501 1040219  2 15 82  1  0
 2  0      0 311913792 352584 45997712    0    0     0    72 322165 984164  2 14 84  0  0
 7  0      0 311915200 352584 45998220    0    0     0     0 293274 956507  0 12 87  1  0
 7  0      0 311884544 352584 45998308    0    0     0     0 356711 1080234  2 14 84  0  0
 2  1      0 311920448 352584 45997836    0    0     0     0 338870 1050290  1 14 84  1  0
 2  0      0 311898144 352584 45998648    0    0     0     0 290807 925425  0 12 88  0  0
 5  0      0 311887680 352588 45998960    0    0     0   116 283981 873266  0 11 88  0  0
 8  0      0 311848768 352588 45998416    0    0     0     0 334221 897175  2 13 85  0  0
 4  0      0 311866528 352588 45998304    0    0     0     0 334185 936593  2 14 84  0  0
 7  0      0 311886144 352588 45999404    0    0     0     0 296681 821651  0 11 88  0  0
 4  0      0 311874496 352588 45998336    0    0     0     0 295231 855692  0 11 89  0  0
 3  0      0 311885696 352588 45998212    0    0     0     0 299907 844246  0 11 88  1  0
 7  0      0 311842688 352592 45998404    0    0     0   124 336618 942255  2 14 84  0  0
 6  0      0 311889600 352592 45998448    0    0     0     0 332220 1082811  2 15 83  0  0
 7  0      0 311901088 352592 45997896    0    0     0     0 303977 955012  0 13 86  1  0
 9  0      0 311850144 352592 45999188    0    0     0     0 345210 962738  2 14 84  0  0
 6  0      0 311899264 352592 45999160    0    0     0     0 339713 993038  2 14 83  1  0
 4  0      0 311923168 352592 45997928    0    0     0     0 289255 829701  0 10 89  0  0
 8  0      0 311905120 352592 45998904    0    0     0     0 296210 874906  0 11 88  0  0
 5  0      0 311864288 352600 45998328    0    0     0   112 335888 984965  2 15 82  1  0
 5  1      0 311880640 352600 45999152    0    0     0     0 334127 979967  2 14 84  0  0
 6  0      0 311906912 352600 45999256    0    0     0     0 291725 955594  0 13 87  1  0
 7  0      0 311849216 352600 45998072    0    0     0     0 333543 993580  2 15 82  0  0
 6  0      0 311904384 352600 45997304    0    0     0     0 333484 1010595  2 15 83  1  0
 8  0      0 311894336 352604 45998288    0    0     0    92 297753 838523  0 12 88  0  0
 6  2      0 311819040 352604 46002844    0    0     0     0 332190 891655  2 13 85  0  0
 8  0      0 311860288 352604 45997760    0    0     0     0 330329 911783  2 14 85  0  0
 6  0      0 311846464 352604 45999152    0    0     0     0 325997 904660  1 13 86  0  0
 3  0      0 311887008 352604 45998292    0    0     0     0 301739 940981  0 12 87  1  0
21 48      0 311890656 352604 45997672    0    0     0     0 288731 987454  0 13 86  1  0
12  1      0 311853440 352612 45998300    0    0     0    64 306654 924488  1 14 85  0  0
 6  0      0 311864224 352612 45997780    0    0     0     0 342566 967132  2 15 83  0  0
 9  1      0 311892160 352612 45998856    0    0     0     0 301587 923633  0 12 87  0  0
 7  1      0 311896416 352612 45998172    0    0     0     0 287912 872848  0 12 88  1  0
 9  0      0 311850560 352612 45999196    0    0     0     0 329692 944280  2 14 83  1  0
 4  0      0 311875360 352616 45999112    0    0     0    68 326098 922636  2 14 84  1  0
 3  0      0 311885344 352616 45998096    0    0     0     0 287331 928163  0 12 88  0  0
