timestamp, name, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/06/19 17:50:22.480, NVIDIA H200, 13 %, 0 %, 32
2025/06/19 17:50:22.480, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:22.480, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:22.480, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:24.481, NVIDIA H200, 13 %, 0 %, 33
2025/06/19 17:50:24.481, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:24.481, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:24.481, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:26.481, NVIDIA H200, 14 %, 0 %, 32
2025/06/19 17:50:26.481, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:26.481, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:26.481, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:28.481, NVIDIA H200, 14 %, 0 %, 33
2025/06/19 17:50:28.481, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:28.481, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:28.481, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:30.482, NVIDIA H200, 14 %, 0 %, 33
2025/06/19 17:50:30.482, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:30.482, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:30.482, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:32.482, NVIDIA H200, 15 %, 0 %, 34
2025/06/19 17:50:32.482, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:32.482, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:32.482, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:34.482, NVIDIA H200, 14 %, 0 %, 33
2025/06/19 17:50:34.482, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:34.482, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:34.482, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:36.482, NVIDIA H200, 14 %, 0 %, 33
2025/06/19 17:50:36.482, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:36.483, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:36.483, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:38.483, NVIDIA H200, 15 %, 0 %, 34
2025/06/19 17:50:38.483, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:38.483, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:50:38.483, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:50:40.483, NVIDIA H200, 100 %, 20 %, 37
2025/06/19 17:50:40.483, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:50:40.483, NVIDIA H200, 0 %, 0 %, 25
